3	797	1.000000
10	93	0.821911
10	183	0.821911
4	195	0.784065
15	16	0.340932
34	319	0.284963
16	249	0.270120
40	68	0.268358
37	136	0.233307
7	188	0.231248
33	86	0.228241
30	204	0.218949
21	343	0.192781
37	270	0.155005
15	260	0.150636
2	323	0.149971
12	193	0.144257
12	270	0.144257
34	290	0.141681
34	293	0.141681
10	87	0.135651
32	281	0.126192
4	221	0.121987
35	481	0.120401
37	31	0.115853
21	106	0.115028
21	245	0.115028
7	200	0.114824
33	83	0.113320
2	31	0.112078
34	116	0.108616
12	8	0.107793
15	249	0.103794
14	299	0.102490
36	331	0.099604
1	272	0.098135
40	341	0.093679
35	886	0.092011
40	277	0.088385
12	290	0.085914
36	105	0.083624
38	831	0.082491
1	24	0.081512
22	262	0.081149
15	705	0.078995
25	756	0.077801
37	262	0.076702
2	383	0.074185
34	711	0.073810
36	33	0.072003
36	246	0.072003
15	352	0.070511
11	8	0.069449
11	325	0.069449
36	349	0.065869
30	389	0.065685
37	53	0.065516
10	116	0.061746
20	955	0.061310
15	817	0.060678
5	215	0.058332
37	295	0.057126
26	49	0.057109
21	175	0.056714
7	96	0.056611
11	306	0.055239
2	13	0.055238
20	529	0.054570
21	133	0.051412
21	212	0.051412
20	382	0.050825
35	434	0.050716
4	177	0.050282
36	274	0.049002
2	103	0.048923
2	381	0.048923
29	192	0.047698
20	237	0.047548
4	694	0.046641
11	95	0.045766
22	452	0.045685
39	383	0.045464
21	130	0.045051
20	387	0.044657
12	225	0.044459
33	192	0.044367
4	574	0.044039
1	369	0.043733
40	330	0.043392
40	626	0.043392
20	903	0.043335
15	413	0.042597
26	40	0.042432
26	998	0.042432
10	352	0.041742
30	540	0.041550
17	483	0.041325
33	227	0.040188
1	276	0.039955
22	4	0.039774
22	217	0.039774
7	710	0.039490
29	276	0.039481
21	725	0.039084
15	368	0.038697
21	867	0.037275
27	300	0.037056
18	696	0.036952
1	249	0.036759
4	747	0.036724
2	232	0.036292
2	244	0.036292
2	326	0.036292
6	14	0.036089
6	75	0.036089
34	688	0.035138
12	598	0.034863
21	164	0.034846
17	113	0.034821
5	238	0.034359
1	195	0.034019
1	240	0.034019
9	989	0.033207
21	256	0.032702
21	854	0.032702
37	475	0.031957
11	710	0.031834
15	731	0.031817
7	234	0.031663
15	887	0.031021
2	236	0.030180
7	785	0.030151
12	191	0.029654
12	532	0.029654
34	540	0.029547
30	974	0.029414
17	542	0.029376
25	96	0.029278
8	215	0.029140
8	276	0.029140
21	76	0.029091
21	225	0.029091
25	490	0.029045
32	940	0.028826
2	175	0.028713
2	293	0.028713
2	367	0.028713
2	659	0.028713
16	972	0.028462
21	914	0.028458
4	30	0.028370
11	105	0.028315
11	711	0.028315
20	432	0.028074
34	720	0.027942
26	27	0.027754
22	211	0.027605
7	210	0.027505
27	637	0.027392
25	363	0.026902
11	175	0.026819
11	293	0.026819
2	791	0.026819
40	316	0.026816
21	236	0.026616
20	253	0.026484
15	701	0.026361
36	942	0.026318
21	780	0.026168
40	872	0.026087
37	248	0.026035
37	364	0.026035
37	437	0.026035
29	394	0.025787
12	791	0.025747
17	543	0.025715
34	821	0.025433
28	293	0.024882
4	161	0.024839
14	960	0.024788
27	294	0.024756
36	284	0.024516
14	498	0.024422
28	449	0.024362
11	227	0.024235
12	256	0.024139
12	364	0.024139
40	780	0.024109
18	176	0.024101
18	270	0.024101
5	371	0.024085
34	935	0.023985
32	202	0.023957
32	749	0.023957
2	24	0.023661
2	87	0.023661
2	349	0.023661
2	598	0.023661
6	194	0.023525
10	669	0.023354
1	296	0.023333
25	650	0.023252
37	223	0.023126
37	711	0.023126
25	427	0.023102
29	18	0.023048
27	484	0.022999
15	935	0.022865
28	227	0.022474
28	255	0.022474
20	355	0.022411
34	296	0.022279
20	379	0.022229
22	741	0.022042
39	68	0.021931
39	289	0.021931
39	755	0.021931
37	51	0.021890
37	266	0.021890
37	507	0.021890
34	209	0.021888
40	168	0.021874
40	348	0.021874
2	226	0.021718
15	252	0.021621
12	197	0.021429
33	353	0.021383
10	229	0.021274
36	880	0.021206
1	153	0.021066
40	147	0.020895
21	589	0.020828
9	110	0.020776
9	178	0.020776
37	234	0.020771
37	267	0.020771
14	856	0.020704
26	900	0.020415
10	811	0.020359
12	165	0.020278
7	179	0.020228
7	525	0.020228
25	437	0.020196
25	705	0.020196
2	53	0.020052
2	287	0.020052
2	288	0.020052
21	271	0.019997
32	10	0.019698
2	159	0.019305
9	874	0.019284
40	658	0.019165
36	65	0.019159
35	982	0.018908
8	15	0.018893
8	394	0.018893
11	21	0.018699
11	756	0.018699
22	214	0.018664
36	966	0.018640
7	478	0.018357
22	955	0.018259
15	865	0.018256
2	340	0.018248
27	609	0.018211
36	66	0.018146
36	548	0.018146
36	757	0.018146
25	778	0.017901
27	34	0.017728
27	84	0.017728
18	232	0.017676
1	181	0.017579
1	658	0.017579
33	43	0.017552
36	614	0.017524
34	454	0.017503
15	596	0.017428
2	959	0.017345
26	110	0.017270
30	877	0.016950
1	64	0.016868
8	18	0.016844
9	171	0.016827
9	705	0.016827
36	174	0.016800
34	435	0.016768
34	513	0.016768
32	287	0.016655
12	582	0.016631
25	548	0.016474
36	930	0.016471
15	655	0.016427
36	687	0.016391
5	18	0.016379
17	399	0.016338
7	122	0.016310
14	610	0.016243
19	183	0.016239
19	300	0.016239
2	710	0.016231
15	583	0.016193
9	821	0.016131
22	118	0.016131
22	253	0.016131
33	567	0.016079
28	357	0.016054
25	452	0.016044
25	741	0.016044
26	238	0.016012
26	306	0.016012
10	743	0.015920
34	690	0.015872
9	204	0.015803
9	677	0.015803
28	504	0.015670
36	944	0.015625
17	478	0.015569
10	682	0.015555
21	189	0.015550
21	438	0.015550
15	555	0.015525
34	893	0.015456
30	870	0.015437
39	221	0.015321
25	572	0.015242
25	745	0.015242
25	764	0.015242
2	384	0.015240
2	864	0.015240
12	658	0.015229
27	601	0.015206
14	284	0.015188
8	255	0.015167
17	607	0.015092
7	887	0.015031
39	571	0.015010
27	275	0.014966
28	952	0.014951
9	479	0.014887
9	490	0.014887
21	829	0.014826
5	70	0.014744
34	745	0.014681
30	481	0.014669
7	988	0.014644
5	221	0.014561
30	888	0.014537
1	413	0.014485
1	801	0.014485
14	408	0.014413
14	510	0.014413
25	492	0.014336
40	131	0.014279
40	683	0.014279
2	739	0.014278
28	170	0.014209
25	597	0.014167
29	876	0.014133
40	396	0.014125
25	751	0.014100
39	124	0.014087
9	577	0.014063
37	347	0.014059
10	890	0.013937
7	605	0.013922
7	687	0.013922
11	464	0.013901
27	39	0.013862
18	293	0.013820
21	354	0.013745
30	436	0.013727
15	754	0.013708
39	264	0.013695
10	482	0.013649
25	518	0.013627
7	540	0.013585
7	947	0.013585
2	199	0.013556
2	266	0.013556
2	290	0.013556
12	159	0.013488
12	712	0.013488
12	777	0.013488
10	464	0.013372
10	994	0.013372
16	586	0.013367
11	352	0.013357
11	505	0.013357
21	872	0.013351
14	11	0.013269
14	629	0.013269
14	756	0.013269
7	632	0.013262
30	878	0.013212
15	706	0.013131
36	464	0.013120
10	773	0.013104
37	587	0.013081
26	969	0.013076
1	485	0.013066
22	485	0.013002
12	521	0.012985
7	766	0.012952
25	583	0.012836
22	297	0.012790
2	946	0.012698
7	846	0.012655
37	411	0.012636
21	66	0.012622
11	51	0.012609
11	472	0.012609
32	222	0.012598
32	864	0.012598
8	80	0.012587
15	720	0.012524
12	284	0.012514
34	102	0.012446
34	683	0.012446
20	79	0.012441
21	161	0.012417
30	434	0.012353
28	105	0.012337
28	225	0.012337
40	699	0.012332
8	555	0.012232
30	747	0.012231
37	102	0.012217
17	858	0.012214
2	9	0.012178
2	369	0.012178
10	296	0.012124
25	622	0.012123
21	351	0.012120
29	242	0.012093
29	384	0.012093
8	82	0.012062
17	745	0.012057
11	334	0.011932
11	452	0.011932
33	311	0.011919
34	761	0.011916
40	3	0.011897
36	521	0.011893
39	254	0.011846
19	637	0.011779
20	81	0.011727
20	389	0.011727
12	379	0.011659
2	356	0.011579
7	432	0.011579
8	195	0.011574
40	731	0.011568
22	223	0.011465
36	573	0.011458
21	538	0.011422
14	91	0.011410
14	987	0.011410
14	991	0.011410
22	333	0.011379
29	146	0.011372
22	421	0.011351
28	731	0.011317
11	509	0.011317
33	221	0.011311
2	228	0.011299
27	37	0.011285
27	203	0.011285
18	49	0.011250
18	415	0.011250
27	923	0.011237
1	393	0.011185
32	51	0.011178
25	182	0.011176
33	204	0.011168
16	569	0.011151
7	489	0.011100
7	994	0.011100
20	282	0.011083
21	504	0.011076
2	292	0.011030
36	997	0.011010
28	121	0.011010
28	267	0.011010
28	741	0.011010
16	713	0.010970
19	294	0.010968
6	193	0.010962
21	801	0.010940
29	389	0.010932
21	409	0.010913
7	825	0.010873
10	490	0.010782
37	146	0.010762
11	213	0.010755
28	968	0.010716
39	152	0.010677
39	160	0.010677
4	835	0.010675
17	846	0.010663
34	568	0.010619
34	698	0.010593
40	857	0.010591
1	731	0.010562
2	107	0.010525
2	130	0.010525
22	376	0.010509
14	725	0.010502
20	938	0.010497
2	673	0.010471
37	393	0.010445
7	524	0.010443
28	817	0.010436
15	468	0.010418
1	154	0.010415
1	660	0.010415
11	829	0.010407
5	874	0.010386
25	413	0.010352
20	477	0.010314
40	511	0.010309
27	827	0.010293
2	449	0.010287
21	149	0.010251
12	685	0.010225
20	490	0.010224
33	65	0.010186
39	244	0.010165
37	39	0.010144
36	60	0.010133
33	389	0.010086
2	995	0.010058
7	521	0.010041
21	526	0.010004
9	902	0.010002
27	199	0.009996
27	293	0.009996
27	332	0.009996
1	847	0.009996
40	409	0.009985
14	604	0.009965
20	446	0.009963
34	654	0.009954
29	974	0.009953
33	266	0.009891
33	514	0.009891
19	484	0.009860
37	285	0.009858
7	508	0.009850
21	730	0.009833
11	358	0.009767
7	798	0.009757
1	174	0.009732
37	660	0.009720
25	669	0.009627
21	390	0.009613
9	443	0.009587
37	340	0.009585
26	771	0.009582
28	210	0.009433
17	286	0.009426
18	310	0.009414
26	295	0.009407
26	498	0.009407
26	991	0.009407
2	964	0.009356
14	352	0.009356
33	267	0.009344
36	608	0.009340
12	155	0.009338
12	966	0.009338
16	700	0.009335
17	674	0.009325
21	981	0.009318
5	379	0.009296
11	727	0.009292
39	283	0.009260
25	570	0.009233
2	22	0.009225
2	88	0.009225
2	240	0.009225
2	253	0.009225
2	273	0.009225
2	483	0.009225
2	529	0.009225
21	978	0.009218
25	664	0.009218
