27	484	0.995215
27	294	0.993751
14	960	0.990832
19	484	0.988718
19	294	0.987139
2	236	0.986742
27	923	0.985861
25	490	0.984765
25	650	0.982074
39	221	0.981349
2	673	0.979988
27	34	0.979511
21	981	0.977430
2	340	0.977256
8	982	0.976465
37	981	0.975479
27	770	0.974422
27	917	0.974221
19	923	0.974080
39	689	0.971551
25	756	0.970785
2	31	0.969604
40	341	0.968140
9	490	0.967957
18	487	0.967492
2	959	0.966171
27	788	0.966118
19	34	0.966022
2	739	0.964759
27	531	0.964412
14	148	0.964210
27	459	0.963746
39	407	0.963080
2	791	0.962671
29	982	0.962206
23	329	0.962143
13	221	0.961832
19	917	0.961090
20	355	0.960657
31	294	0.960076
21	914	0.959776
2	538	0.959724
19	609	0.958401
27	609	0.957717
23	882	0.957671
14	591	0.957555
39	264	0.957497
19	770	0.956992
21	538	0.956854
31	484	0.956637
13	747	0.955477
40	872	0.955456
17	542	0.955422
13	230	0.955000
29	434	0.954941
25	492	0.954868
2	13	0.954863
14	526	0.954588
27	39	0.954476
27	131	0.952656
24	983	0.952474
25	751	0.952456
40	975	0.952091
13	683	0.951537
6	757	0.950956
27	727	0.950880
14	739	0.950487
1	296	0.950389
13	214	0.950127
40	857	0.949934
19	39	0.949868
29	647	0.949857
2	964	0.949746
29	974	0.949421
33	221	0.948847
27	392	0.948806
1	855	0.948752
13	389	0.948093
19	637	0.947701
4	195	0.946906
26	425	0.946627
21	148	0.946448
20	955	0.946282
40	647	0.946174
27	798	0.945423
13	477	0.945003
36	105	0.944657
31	488	0.944296
25	815	0.943868
36	930	0.943632
25	518	0.943257
31	923	0.943055
21	725	0.942949
18	490	0.942789
2	981	0.942603
21	236	0.942443
9	982	0.942273
19	531	0.941933
26	941	0.941778
27	637	0.941698
27	793	0.941422
7	737	0.941419
14	570	0.940986
5	982	0.940960
21	867	0.940896
27	922	0.940879
27	827	0.940464
28	170	0.940101
5	221	0.939946
11	727	0.939829
23	612	0.939772
27	612	0.939683
39	467	0.939421
11	538	0.939189
28	547	0.938995
32	940	0.938981
2	946	0.938663
25	148	0.938655
1	801	0.938515
25	622	0.938172
33	747	0.937740
27	282	0.937482
6	973	0.937464
9	737	0.937457
27	599	0.937340
27	758	0.937131
19	459	0.936861
14	610	0.936734
13	431	0.936699
6	194	0.936660
27	962	0.936616
24	796	0.936556
24	986	0.936534
25	570	0.936473
27	750	0.936459
18	155	0.936450
14	756	0.936254
15	16	0.936104
19	827	0.936084
13	647	0.935731
13	421	0.935652
31	904	0.935082
5	838	0.935077
27	508	0.934536
27	663	0.934353
22	452	0.934294
18	981	0.934257
8	555	0.933783
28	449	0.933748
27	644	0.933402
2	385	0.933191
13	891	0.933066
14	604	0.932678
14	725	0.932641
23	719	0.932537
21	409	0.932379
19	788	0.932214
21	561	0.932132
31	770	0.932126
27	601	0.932099
27	771	0.932084
8	561	0.931688
5	855	0.931601
21	854	0.931546
7	188	0.931176
27	645	0.931021
8	431	0.930913
24	672	0.930357
40	409	0.930186
40	699	0.929972
23	108	0.929858
28	557	0.929577
33	227	0.929421
37	136	0.928960
9	530	0.928713
27	275	0.928344
12	896	0.928071
22	421	0.927999
24	782	0.927694
13	982	0.927538
2	293	0.927471
5	230	0.927346
34	540	0.927192
14	473	0.926965
19	798	0.926674
2	367	0.926535
14	921	0.926487
12	225	0.926345
21	161	0.926327
19	508	0.926005
8	753	0.925879
23	116	0.925833
39	570	0.925832
39	160	0.925707
34	319	0.925539
26	771	0.925504
14	887	0.925473
2	159	0.925360
19	392	0.925198
29	389	0.924767
33	389	0.924426
25	664	0.924320
19	131	0.924169
19	727	0.924093
40	68	0.924060
29	891	0.923939
18	449	0.923812
9	698	0.923499
18	841	0.923489
39	571	0.923301
21	647	0.923175
21	149	0.923013
24	752	0.922866
34	720	0.922593
37	793	0.922460
39	389	0.922181
21	702	0.922160
26	569	0.922056
20	903	0.921962
22	214	0.921950
39	964	0.921785
11	105	0.921753
27	811	0.921571
32	941	0.921526
