3	797	1.000000
10	93	0.999909
10	183	0.999818
4	195	0.999728
15	16	0.999637
34	319	0.999546
16	249	0.999455
40	68	0.999364
37	136	0.999274
7	188	0.999183
33	86	0.999092
30	204	0.999001
21	343	0.998910
37	270	0.998819
15	260	0.998729
2	323	0.998638
12	193	0.998547
12	270	0.998456
34	290	0.998365
34	293	0.998275
10	87	0.998184
32	281	0.998093
4	221	0.998002
35	481	0.997911
37	31	0.997821
21	106	0.997730
21	245	0.997639
7	200	0.997548
33	83	0.997457
2	31	0.997367
34	116	0.997276
12	8	0.997185
15	249	0.997094
14	299	0.997003
36	331	0.996912
1	272	0.996822
40	341	0.996731
35	886	0.996640
40	277	0.996549
12	290	0.996458
36	105	0.996368
38	831	0.996277
1	24	0.996186
22	262	0.996095
15	705	0.996004
25	756	0.995914
37	262	0.995823
2	383	0.995732
34	711	0.995641
36	33	0.995550
36	246	0.995459
15	352	0.995369
11	8	0.995278
11	325	0.995187
36	349	0.995096
30	389	0.995005
37	53	0.994915
10	116	0.994824
20	955	0.994733
15	817	0.994642
5	215	0.994551
37	295	0.994461
26	49	0.994370
21	175	0.994279
7	96	0.994188
11	306	0.994097
2	13	0.994007
20	529	0.993916
21	133	0.993825
21	212	0.993734
20	382	0.993643
35	434	0.993552
4	177	0.993462
36	274	0.993371
2	103	0.993280
2	381	0.993189
29	192	0.993098
20	237	0.993008
4	694	0.992917
11	95	0.992826
22	452	0.992735
39	383	0.992644
21	130	0.992554
20	387	0.992463
12	225	0.992372
33	192	0.992281
4	574	0.992190
1	369	0.992100
40	330	0.992009
40	626	0.991918
20	903	0.991827
15	413	0.991736
26	40	0.991645
26	998	0.991555
10	352	0.991464
30	540	0.991373
17	483	0.991282
33	227	0.991191
1	276	0.991101
22	4	0.991010
22	217	0.990919
7	710	0.990828
29	276	0.990737
21	725	0.990647
15	368	0.990556
21	867	0.990465
27	300	0.990374
18	696	0.990283
1	249	0.990193
4	747	0.990102
2	232	0.990011
2	244	0.989920
2	326	0.989829
6	14	0.989738
6	75	0.989648
34	688	0.989557
12	598	0.989466
21	164	0.989375
17	113	0.989284
5	238	0.989194
1	195	0.989103
1	240	0.989012
9	989	0.988921
21	256	0.988830
21	854	0.988740
37	475	0.988649
11	710	0.988558
15	731	0.988467
7	234	0.988376
15	887	0.988286
2	236	0.988195
7	785	0.988104
12	191	0.988013
12	532	0.987922
34	540	0.987831
30	974	0.987741
17	542	0.987650
25	96	0.987559
8	215	0.987468
8	276	0.987377
21	76	0.987287
21	225	0.987196
25	490	0.987105
32	940	0.987014
2	175	0.986923
2	293	0.986833
2	367	0.986742
2	659	0.986651
16	972	0.986560
21	914	0.986469
4	30	0.986378
11	105	0.986288
11	711	0.986197
20	432	0.986106
34	720	0.986015
26	27	0.985924
22	211	0.985834
7	210	0.985743
27	637	0.985652
25	363	0.985561
11	175	0.985470
11	293	0.985380
2	791	0.985289
